customer_id,frequency,monetary,avg_discount,recency,support_ticket_count,last_visit_days_ago,segment_name
CUST00380,6,3460.9,0.4033333333333333,39,1.0,0,Discount-Sensitive Customers
CUST00381,1,597.86,0.28,182,1.0,32,Dormant Customers
CUST00382,2,766.55,0.105,45,0.0,7,Loyal Customers
CUST00383,6,4050.1099999999997,0.20000000000000004,8,3.0,1,High-Value but Unhappy
CUST00384,1,470.31,0.22,26,0.0,0,At-Risk Customers
CUST00385,7,5606.02,0.29714285714285715,63,3.0,25,High-Value but Unhappy
CUST00386,6,4989.88,0.24166666666666667,0,1.0,1,Champions
CUST00387,1,721.21,0.31,40,0.0,2,Discount-Sensitive Customers
CUST00388,5,2574.36,0.328,37,1.0,0,Discount-Sensitive Customers
CUST00389,9,6570.38,0.29888888888888887,14,3.0,14,High-Value but Unhappy
CUST00390,2,1639.4299999999998,0.35,54,1.0,5,Discount-Sensitive Customers
CUST00391,3,2830.86,0.23666666666666666,1,0.0,0,Champions
CUST00392,7,5290.95,0.2785714285714286,133,0.0,34,Dormant Customers
CUST00393,2,2231.04,0.19,12,1.0,18,Loyal Customers
CUST00394,1,404.19,0.21,1,1.0,4,At-Risk Customers
CUST00395,3,1418.71,0.31666666666666665,35,1.0,13,Discount-Sensitive Customers
CUST00396,5,3031.7799999999997,0.21399999999999997,10,1.0,0,Champions
CUST00397,11,9647.73,0.21545454545454545,79,4.0,22,High-Value but Unhappy
CUST00398,4,2823.02,0.28500000000000003,8,1.0,0,Champions
CUST00399,4,2749.65,0.3025,262,0.0,45,Dormant Customers
CUST00400,1,402.05,0.61,44,0.0,0,Discount-Sensitive Customers
CUST00401,1,568.99,0.19,66,1.0,12,At-Risk Customers
CUST00402,3,1410.06,0.36000000000000004,132,1.0,27,Dormant Customers
CUST00403,2,2029.3200000000002,0.12,21,0.0,0,Loyal Customers
CUST00404,6,4631.52,0.20666666666666667,193,2.0,31,High-Value but Unhappy
CUST00405,1,282.03,0.5,2,1.0,5,Discount-Sensitive Customers
CUST00406,3,997.27,0.3433333333333333,10,1.0,5,Discount-Sensitive Customers
CUST00407,1,1569.01,0.36,18,0.0,11,Discount-Sensitive Customers
CUST00408,7,4155.91,0.23857142857142857,40,4.0,0,High-Value but Unhappy
CUST00409,7,4946.35,0.2671428571428572,58,3.0,4,High-Value but Unhappy
CUST00410,2,1365.22,0.22,1,1.0,0,Loyal Customers
CUST00411,1,1756.76,0.16,253,0.0,54,Dormant Customers
CUST00412,1,1486.51,0.04,529,0.0,60,Dormant Customers
CUST00413,3,1644.89,0.45999999999999996,26,2.0,0,High-Value but Unhappy
CUST00414,1,311.44,0.32,3,1.0,0,Discount-Sensitive Customers
CUST00415,2,2282.07,0.255,120,1.0,11,At-Risk Customers
CUST00416,2,1020.28,0.28500000000000003,28,1.0,11,Loyal Customers
CUST00417,4,2750.0299999999997,0.2525,151,0.0,28,Dormant Customers
CUST00418,2,1919.75,0.13999999999999999,5,1.0,0,Loyal Customers
CUST00419,2,1795.1,0.30000000000000004,98,0.0,30,Discount-Sensitive Customers
CUST00420,4,4050.29,0.185,18,1.0,0,Champions
CUST00421,7,5557.389999999999,0.2928571428571428,0,2.0,0,High-Value but Unhappy
CUST00422,2,1075.03,0.25,125,0.0,26,Dormant Customers
CUST00423,3,2349.76,0.21666666666666667,135,0.0,39,Dormant Customers
CUST00424,2,1297.49,0.21000000000000002,113,1.0,33,At-Risk Customers
CUST00425,2,1502.44,0.195,113,0.0,25,At-Risk Customers
CUST00426,2,1478.25,0.175,77,0.0,18,At-Risk Customers
CUST00427,2,331.53,0.41500000000000004,1,1.0,6,Discount-Sensitive Customers
CUST00428,5,2817.05,0.31,74,1.0,10,Discount-Sensitive Customers
CUST00429,1,432.48,0.26,6,1.0,9,At-Risk Customers
CUST00430,3,2369.81,0.2833333333333333,22,0.0,0,Champions
CUST00431,2,903.65,0.435,154,0.0,31,Dormant Customers
CUST00432,4,5036.07,0.2425,112,0.0,18,At-Risk Customers
CUST00433,6,4884.34,0.295,36,4.0,6,High-Value but Unhappy
CUST00434,2,1034.35,0.25,293,0.0,47,Dormant Customers
CUST00435,3,1740.56,0.27,200,1.0,48,Dormant Customers
CUST00436,4,2770.92,0.2,49,0.0,23,Loyal Customers
CUST00437,1,729.22,0.25,151,0.0,33,Dormant Customers
CUST00438,3,2466.39,0.16,64,3.0,22,High-Value but Unhappy
CUST00439,3,1981.34,0.33666666666666667,119,1.0,18,Discount-Sensitive Customers
CUST00440,1,325.03,0.56,64,1.0,8,Discount-Sensitive Customers
CUST00441,1,786.67,0.24,211,1.0,33,Dormant Customers
CUST00442,8,4905.34,0.36,69,1.0,22,Discount-Sensitive Customers
CUST00443,3,1694.35,0.25,265,0.0,54,Dormant Customers
CUST00444,1,520.84,0.19,232,0.0,51,Dormant Customers
CUST00445,1,1594.8,0.43,26,0.0,5,Discount-Sensitive Customers
CUST00446,1,521.16,0.33,26,0.0,3,Discount-Sensitive Customers
CUST00447,7,3091.4,0.3671428571428571,36,2.0,18,High-Value but Unhappy
CUST00448,5,4291.91,0.202,136,3.0,18,High-Value but Unhappy
CUST00449,2,661.52,0.38,209,0.0,60,Dormant Customers
CUST00450,1,862.9,0.24,44,0.0,2,At-Risk Customers
CUST00451,4,3636.0,0.1625,29,2.0,4,High-Value but Unhappy
CUST00452,6,1929.85,0.38999999999999996,256,1.0,53,Dormant Customers
CUST00453,4,3032.93,0.28500000000000003,17,1.0,6,Champions
CUST00454,4,2655.42,0.1525,13,2.0,0,High-Value but Unhappy
CUST00455,3,1616.76,0.43,273,1.0,51,Dormant Customers
CUST00456,4,3440.2,0.1575,147,1.0,37,Dormant Customers
CUST00457,2,1371.21,0.15000000000000002,321,0.0,60,Dormant Customers
CUST00458,2,1371.81,0.4,4,0.0,15,Discount-Sensitive Customers
CUST00459,3,2928.0299999999997,0.18000000000000002,237,2.0,49,High-Value but Unhappy
CUST00460,11,9241.95,0.2690909090909091,19,1.0,14,Champions
CUST00461,4,1579.47,0.305,194,0.0,41,Dormant Customers
CUST00462,3,2689.5,0.3566666666666667,35,1.0,0,Discount-Sensitive Customers
CUST00463,4,5048.68,0.2525,29,0.0,3,Champions
CUST00464,10,6495.79,0.34500000000000003,106,3.0,20,High-Value but Unhappy
CUST00465,1,1298.74,0.37,177,0.0,34,Dormant Customers
CUST00466,10,5238.91,0.326,25,2.0,2,High-Value but Unhappy
CUST00467,2,1180.98,0.295,3,0.0,0,Loyal Customers
CUST00468,2,1077.8600000000001,0.385,198,1.0,36,Dormant Customers
CUST00469,3,1886.95,0.4533333333333333,19,0.0,5,Discount-Sensitive Customers
CUST00470,5,3508.62,0.362,166,2.0,41,High-Value but Unhappy
CUST00471,1,307.23,0.49,126,0.0,27,Dormant Customers
CUST00472,3,2846.8,0.15333333333333332,114,0.0,29,At-Risk Customers
CUST00473,6,3513.72,0.24166666666666667,121,2.0,25,High-Value but Unhappy
CUST00474,3,1652.35,0.24333333333333332,22,1.0,1,Champions
CUST00475,9,6914.04,0.20222222222222222,39,0.0,6,Loyal Customers
CUST00476,7,6233.25,0.38285714285714284,140,3.0,24,High-Value but Unhappy
CUST00477,4,3034.67,0.48,60,0.0,11,Discount-Sensitive Customers
CUST00478,2,862.04,0.395,31,0.0,0,Discount-Sensitive Customers
CUST00479,1,319.34,0.27,269,1.0,42,Dormant Customers
CUST00480,7,4227.82,0.19285714285714287,148,0.0,28,Dormant Customers
CUST00481,2,934.12,0.19,43,0.0,4,Loyal Customers
CUST00482,4,2177.14,0.35,32,0.0,19,Discount-Sensitive Customers
CUST00483,7,4120.83,0.24714285714285714,107,1.0,10,At-Risk Customers
CUST00484,5,5407.55,0.16799999999999998,62,3.0,16,High-Value but Unhappy
CUST00485,5,2971.02,0.426,228,2.0,49,High-Value but Unhappy
CUST00486,1,810.16,0.05,44,0.0,9,At-Risk Customers
CUST00487,7,2642.71,0.4828571428571428,29,6.0,14,High-Value but Unhappy
CUST00488,4,2427.65,0.27,217,0.0,51,Dormant Customers
CUST00489,1,963.44,0.37,210,0.0,32,Dormant Customers
CUST00490,1,557.54,0.13,7,1.0,11,At-Risk Customers
CUST00491,1,540.89,0.24,97,1.0,20,At-Risk Customers
CUST00492,6,5426.94,0.32333333333333336,61,1.0,16,Discount-Sensitive Customers
CUST00493,2,1757.06,0.28500000000000003,108,1.0,21,At-Risk Customers
CUST00494,1,660.15,0.15,11,0.0,0,At-Risk Customers
CUST00495,2,2001.5900000000001,0.32,45,0.0,0,Discount-Sensitive Customers
CUST00496,1,1586.18,0.43,35,0.0,10,Discount-Sensitive Customers
CUST00497,1,1724.62,0.14,159,0.0,32,Dormant Customers
CUST00498,2,970.31,0.14500000000000002,24,0.0,0,Loyal Customers
CUST00499,3,2917.37,0.09999999999999999,18,1.0,9,Champions
CUST00500,3,3208.81,0.21,43,0.0,12,Loyal Customers
CUST00501,4,2834.75,0.1825,20,1.0,5,Champions
CUST00502,2,1615.2400000000002,0.475,17,0.0,0,Discount-Sensitive Customers
CUST00503,7,4458.49,0.3014285714285715,48,3.0,7,High-Value but Unhappy
CUST00504,1,1602.01,0.2,15,0.0,4,At-Risk Customers
CUST00505,1,1027.23,0.21,125,0.0,32,Dormant Customers
CUST00506,9,8243.95,0.26,38,4.0,15,High-Value but Unhappy
CUST00507,2,3345.6800000000003,0.36,120,0.0,26,Discount-Sensitive Customers
CUST00508,1,717.51,0.13,148,0.0,37,Dormant Customers
CUST00509,1,954.21,0.36,21,0.0,4,Discount-Sensitive Customers
CUST00510,4,3630.48,0.27249999999999996,162,1.0,29,Dormant Customers
CUST00511,4,2778.7,0.1775,5,1.0,5,Champions
CUST00512,4,2468.63,0.2025,16,1.0,9,Champions
CUST00513,8,5289.39,0.23125,27,3.0,8,High-Value but Unhappy
CUST00514,1,1687.55,0.2,93,0.0,13,At-Risk Customers
CUST00515,2,1540.13,0.3,6,1.0,2,Loyal Customers
CUST00516,1,623.59,0.19,27,0.0,7,At-Risk Customers
CUST00517,5,2777.25,0.288,59,2.0,8,High-Value but Unhappy
CUST00518,1,226.9,0.12,23,0.0,0,At-Risk Customers
CUST00519,1,412.42,0.33,81,0.0,11,Discount-Sensitive Customers
CUST00520,5,3130.28,0.29,2,0.0,0,Champions
CUST00521,7,3626.0699999999997,0.3157142857142857,42,1.0,8,Discount-Sensitive Customers
CUST00522,1,1688.22,0.2,462,0.0,60,Dormant Customers
CUST00523,3,2606.67,0.4266666666666667,29,1.0,12,Discount-Sensitive Customers
CUST00524,10,7161.96,0.282,11,2.0,11,High-Value but Unhappy
CUST00525,4,1916.75,0.24,220,0.0,56,Dormant Customers
CUST00526,1,1131.41,0.38,2,0.0,0,Discount-Sensitive Customers
CUST00527,6,5554.469999999999,0.2883333333333334,113,0.0,23,At-Risk Customers
CUST00528,1,556.1,0.45,14,0.0,9,Discount-Sensitive Customers
CUST00529,1,1129.52,0.24,63,1.0,0,At-Risk Customers
CUST00530,3,2183.4300000000003,0.22,57,0.0,13,Loyal Customers
CUST00531,2,648.41,0.48,43,1.0,19,Discount-Sensitive Customers
CUST00532,4,4895.42,0.3675,118,1.0,24,Discount-Sensitive Customers
CUST00533,1,149.0,0.56,4,1.0,0,Discount-Sensitive Customers
CUST00534,5,3110.46,0.23200000000000004,74,1.0,18,At-Risk Customers
CUST00535,5,5156.9,0.32,138,0.0,23,Dormant Customers
CUST00536,4,4432.75,0.1825,55,0.0,1,Loyal Customers
CUST00537,1,447.58,0.32,2,0.0,5,Discount-Sensitive Customers
CUST00538,6,4026.69,0.10833333333333334,70,0.0,10,At-Risk Customers
CUST00539,8,7874.25,0.21,65,3.0,11,High-Value but Unhappy
CUST00540,7,5087.94,0.3057142857142857,56,3.0,16,High-Value but Unhappy
CUST00541,5,3404.94,0.32599999999999996,132,1.0,31,Dormant Customers
CUST00542,1,576.88,0.3,54,0.0,15,At-Risk Customers
CUST00543,4,2320.55,0.26,197,0.0,37,Dormant Customers
CUST00544,2,2284.46,0.215,85,0.0,21,At-Risk Customers
CUST00545,1,603.57,0.35,1,1.0,0,Discount-Sensitive Customers
CUST00546,2,2127.37,0.305,3,0.0,0,Discount-Sensitive Customers
CUST00547,1,1001.24,0.12,39,1.0,10,At-Risk Customers
CUST00548,1,858.7,0.28,165,0.0,24,Dormant Customers
CUST00549,2,1035.57,0.35,132,1.0,31,Dormant Customers
CUST00550,1,525.8,0.42,11,0.0,3,Discount-Sensitive Customers
CUST00551,3,1964.0,0.19333333333333333,25,0.0,8,Champions
CUST00552,1,567.45,0.16,4,0.0,1,At-Risk Customers
CUST00553,4,3183.11,0.31,293,0.0,56,Dormant Customers
CUST00554,3,1402.26,0.38999999999999996,7,0.0,8,Discount-Sensitive Customers
CUST00555,3,1924.03,0.20000000000000004,45,2.0,2,High-Value but Unhappy
CUST00556,1,936.16,0.25,26,1.0,0,At-Risk Customers
CUST00557,6,4460.42,0.215,16,1.0,16,Champions
CUST00558,2,679.0699999999999,0.255,399,0.0,60,Dormant Customers
CUST00559,2,1344.49,0.26,1,0.0,0,Loyal Customers
CUST00560,1,1135.13,0.35,231,0.0,51,Dormant Customers
CUST00561,1,256.33,0.35,4,1.0,0,Discount-Sensitive Customers
CUST00562,2,899.8599999999999,0.4,259,2.0,45,Dormant Customers
CUST00563,2,887.86,0.305,105,0.0,20,Discount-Sensitive Customers
CUST00564,8,4592.1900000000005,0.365,130,3.0,27,High-Value but Unhappy
CUST00565,1,275.55,0.11,39,0.0,7,At-Risk Customers
CUST00566,1,657.76,0.32,22,0.0,3,Discount-Sensitive Customers
CUST00567,8,4922.05,0.2825,3,1.0,0,Champions
CUST00568,1,482.12,0.38,34,0.0,10,Discount-Sensitive Customers
CUST00569,1,430.0,0.38,113,0.0,23,Discount-Sensitive Customers
CUST00570,3,2545.7200000000003,0.24666666666666667,168,1.0,27,Dormant Customers
CUST00571,1,598.14,0.28,32,1.0,4,At-Risk Customers
CUST00572,6,3305.75,0.2816666666666667,51,0.0,24,Loyal Customers
CUST00573,5,2912.39,0.372,125,1.0,25,Dormant Customers
CUST00574,7,5871.91,0.21857142857142858,5,1.0,0,Champions
CUST00575,1,548.72,0.3,83,1.0,32,Low-Engagement Customers
CUST00576,2,799.27,0.33499999999999996,46,0.0,27,Discount-Sensitive Customers
CUST00577,5,3560.2299999999996,0.236,72,1.0,26,At-Risk Customers
CUST00578,2,3054.7200000000003,0.095,376,0.0,60,Dormant Customers
CUST00579,1,301.68,0.39,10,0.0,1,Discount-Sensitive Customers
CUST00580,1,713.84,0.14,74,0.0,17,At-Risk Customers
CUST00581,2,1527.79,0.185,76,0.0,11,At-Risk Customers
CUST00582,1,392.06,0.42,286,1.0,60,Dormant Customers
CUST00583,4,3652.46,0.1325,263,1.0,51,Dormant Customers
CUST00584,1,591.05,0.3,83,0.0,12,At-Risk Customers
CUST00585,8,5368.63,0.31124999999999997,113,2.0,9,High-Value but Unhappy
CUST00586,4,1853.61,0.27,128,2.0,22,High-Value but Unhappy
CUST00587,1,275.79,0.52,18,0.0,7,Discount-Sensitive Customers
CUST00588,1,649.95,0.19,76,0.0,0,At-Risk Customers
CUST00589,5,4196.7699999999995,0.262,71,1.0,0,At-Risk Customers
CUST00590,3,3961.05,0.24333333333333332,140,2.0,25,High-Value but Unhappy
CUST00591,2,1767.15,0.36,69,1.0,11,Discount-Sensitive Customers
CUST00592,2,1084.48,0.41500000000000004,20,0.0,1,Discount-Sensitive Customers
CUST00593,5,3602.31,0.262,29,1.0,19,Champions
CUST00594,1,448.78,0.5,91,0.0,16,Discount-Sensitive Customers
CUST00595,5,2849.27,0.304,20,0.0,6,Discount-Sensitive Customers
CUST00596,4,2927.96,0.32499999999999996,50,3.0,9,High-Value but Unhappy
CUST00597,4,3041.18,0.345,52,2.0,9,High-Value but Unhappy
CUST00598,2,1082.0300000000002,0.275,7,0.0,13,Loyal Customers
CUST00599,4,2898.52,0.2475,169,1.0,29,Dormant Customers
CUST00600,3,1248.1399999999999,0.3066666666666667,263,0.0,53,Dormant Customers
CUST00601,1,537.85,0.04,70,0.0,15,At-Risk Customers
CUST00602,1,171.18,0.57,91,0.0,21,Discount-Sensitive Customers
CUST00603,9,4869.21,0.30777777777777776,10,4.0,0,High-Value but Unhappy
CUST00604,1,761.72,0.18,90,0.0,16,At-Risk Customers
CUST00605,5,3199.79,0.23399999999999999,160,2.0,33,High-Value but Unhappy
CUST00606,1,240.15,0.24,120,0.0,28,Low-Engagement Customers
CUST00607,3,2332.76,0.27666666666666667,249,0.0,55,Dormant Customers
CUST00608,3,2455.49,0.3233333333333333,27,1.0,5,Discount-Sensitive Customers
CUST00609,5,4581.16,0.40599999999999997,6,2.0,0,High-Value but Unhappy
CUST00610,5,3975.59,0.34199999999999997,22,2.0,7,High-Value but Unhappy
CUST00611,4,3472.66,0.2575,235,3.0,60,High-Value but Unhappy
CUST00612,2,2120.98,0.35,48,0.0,1,Discount-Sensitive Customers
CUST00613,6,4895.57,0.4116666666666666,4,2.0,7,High-Value but Unhappy
CUST00614,1,267.96,0.33,196,0.0,38,Dormant Customers
CUST00615,1,446.03,0.17,34,1.0,6,At-Risk Customers
CUST00616,5,2628.3,0.27599999999999997,36,1.0,16,Loyal Customers
CUST00617,10,5456.37,0.41,14,5.0,7,High-Value but Unhappy
CUST00618,2,1570.53,0.21500000000000002,92,0.0,2,At-Risk Customers
CUST00619,5,2211.2000000000003,0.32,2,0.0,12,Discount-Sensitive Customers
CUST00620,1,449.48,0.26,90,1.0,30,Low-Engagement Customers
CUST00621,1,348.53,0.29,92,0.0,14,At-Risk Customers
CUST00622,3,2009.7800000000002,0.30666666666666664,180,0.0,41,Dormant Customers
CUST00623,4,1945.71,0.3225,108,2.0,15,High-Value but Unhappy
CUST00624,1,270.09,0.51,232,0.0,60,Dormant Customers
CUST00625,4,2155.58,0.3275,66,0.0,0,Discount-Sensitive Customers
CUST00626,2,1214.38,0.23,9,1.0,0,Loyal Customers
CUST00627,3,2765.27,0.3566666666666667,75,1.0,17,Discount-Sensitive Customers
CUST00628,3,1099.5900000000001,0.4566666666666666,59,2.0,15,High-Value but Unhappy
CUST00629,1,442.4,0.42,44,0.0,3,Discount-Sensitive Customers
CUST00630,3,2512.7,0.2866666666666667,93,0.0,13,At-Risk Customers
CUST00631,10,6076.9,0.388,68,2.0,5,High-Value but Unhappy
CUST00632,1,1078.63,0.45,61,0.0,0,Discount-Sensitive Customers
CUST00633,1,1619.36,0.17,33,0.0,0,At-Risk Customers
CUST00634,4,1711.76,0.22000000000000003,118,2.0,32,High-Value but Unhappy
CUST00635,1,1016.46,0.35,134,0.0,13,Dormant Customers
CUST00636,2,2158.95,0.195,72,0.0,24,At-Risk Customers
CUST00637,5,5246.29,0.33799999999999997,60,1.0,15,Discount-Sensitive Customers
CUST00638,6,3093.33,0.3466666666666667,173,0.0,44,Dormant Customers
CUST00639,3,2753.19,0.17333333333333334,369,0.0,58,Dormant Customers
CUST00640,1,641.86,0.28,130,0.0,25,Dormant Customers
CUST00641,6,5481.38,0.3283333333333333,35,1.0,0,Discount-Sensitive Customers
CUST00642,3,1654.45,0.4066666666666667,18,0.0,12,Discount-Sensitive Customers
CUST00643,1,1091.34,0.26,155,0.0,33,Dormant Customers
CUST00644,7,3822.27,0.37285714285714283,78,0.0,25,Discount-Sensitive Customers
CUST00645,3,2730.59,0.44333333333333336,252,2.0,47,High-Value but Unhappy
CUST00646,6,5934.01,0.15666666666666668,117,1.0,20,At-Risk Customers
CUST00647,1,507.52,0.13,64,1.0,9,At-Risk Customers
CUST00648,1,1298.17,0.13,31,0.0,16,At-Risk Customers
CUST00649,6,3181.62,0.28,124,4.0,16,High-Value but Unhappy
CUST00650,3,2622.0099999999998,0.36333333333333334,59,0.0,5,Discount-Sensitive Customers
CUST00651,7,5105.77,0.36,34,0.0,5,Discount-Sensitive Customers
CUST00652,4,4491.29,0.34249999999999997,75,0.0,13,Discount-Sensitive Customers
CUST00653,2,2037.83,0.235,32,0.0,11,Loyal Customers
CUST00654,6,5827.77,0.15,8,2.0,0,High-Value but Unhappy
CUST00655,8,5295.41,0.27875,79,0.0,15,At-Risk Customers
CUST00656,4,3207.37,0.22999999999999998,67,1.0,6,At-Risk Customers
CUST00657,4,1287.49,0.325,63,1.0,8,Discount-Sensitive Customers
CUST00658,2,2355.97,0.27,219,1.0,29,Dormant Customers
CUST00659,1,883.27,0.37,16,0.0,0,Discount-Sensitive Customers
CUST00660,1,573.43,0.16,43,0.0,8,At-Risk Customers
CUST00661,3,1105.96,0.3833333333333333,180,1.0,33,Dormant Customers
CUST00662,1,852.96,0.27,124,0.0,28,Dormant Customers
CUST00663,8,5700.78,0.3375,64,2.0,26,High-Value but Unhappy
CUST00664,1,237.27,0.34,20,1.0,0,Discount-Sensitive Customers
CUST00665,9,6480.29,0.1788888888888889,35,2.0,3,High-Value but Unhappy
CUST00666,1,540.99,0.32,3,1.0,10,Discount-Sensitive Customers
CUST00667,5,5036.26,0.264,25,2.0,9,High-Value but Unhappy
CUST00668,2,952.4100000000001,0.16,42,0.0,10,Loyal Customers
CUST00669,3,2774.7599999999998,0.24333333333333332,57,0.0,0,Loyal Customers
CUST00670,4,3756.69,0.345,242,1.0,52,Dormant Customers
CUST00671,8,5453.93,0.3325,2,1.0,7,Discount-Sensitive Customers
CUST00672,1,434.37,0.47,141,0.0,18,Dormant Customers
CUST00673,1,1297.2,0.36,118,0.0,28,Discount-Sensitive Customers
CUST00674,8,4178.67,0.28875,56,0.0,12,Loyal Customers
CUST00675,5,6478.51,0.26799999999999996,130,0.0,35,Dormant Customers
CUST00676,1,714.17,0.4,6,1.0,0,Discount-Sensitive Customers
CUST00677,1,291.61,0.36,6,0.0,13,Discount-Sensitive Customers
CUST00678,2,1145.87,0.295,196,0.0,26,Dormant Customers
CUST00679,8,6252.95,0.33,83,2.0,18,High-Value but Unhappy
CUST00680,1,1087.83,0.29,215,0.0,41,Dormant Customers
CUST00681,1,1372.4,0.41,211,1.0,35,Dormant Customers
CUST00682,1,1238.23,0.17,19,1.0,7,At-Risk Customers
CUST00683,3,3422.7,0.25,0,2.0,0,High-Value but Unhappy
CUST00684,4,2472.73,0.23750000000000002,140,1.0,2,Dormant Customers
CUST00685,1,1158.09,0.44,2,0.0,0,Discount-Sensitive Customers
CUST00686,3,1409.0900000000001,0.2866666666666667,127,0.0,20,Dormant Customers
CUST00687,5,4129.24,0.23600000000000004,117,0.0,34,At-Risk Customers
CUST00688,5,3552.34,0.274,13,1.0,0,Champions
CUST00689,4,4514.3099999999995,0.1,70,0.0,19,At-Risk Customers
CUST00690,5,5697.91,0.304,4,1.0,10,Discount-Sensitive Customers
CUST00691,3,2927.57,0.42333333333333334,61,0.0,18,Discount-Sensitive Customers
CUST00692,3,1850.73,0.37333333333333335,58,0.0,16,Discount-Sensitive Customers
CUST00693,5,6136.5,0.18,147,2.0,5,High-Value but Unhappy
CUST00694,1,345.14,0.23,74,0.0,12,At-Risk Customers
CUST00695,1,616.85,0.41,198,1.0,48,Dormant Customers
CUST00696,5,4814.21,0.31,40,1.0,8,Discount-Sensitive Customers
CUST00697,4,3657.69,0.2275,247,1.0,47,Dormant Customers
CUST00698,8,5318.95,0.25,14,4.0,16,High-Value but Unhappy
CUST00699,4,2191.5099999999998,0.3825,47,0.0,20,Discount-Sensitive Customers
CUST00700,4,3589.62,0.1675,49,0.0,22,Loyal Customers
CUST00701,5,6476.26,0.162,122,1.0,26,Dormant Customers
CUST00702,6,8044.75,0.21333333333333335,77,2.0,16,High-Value but Unhappy
CUST00703,1,360.06,0.31,104,0.0,27,Discount-Sensitive Customers
CUST00704,4,3057.83,0.3275,22,1.0,0,Discount-Sensitive Customers
CUST00705,1,872.61,0.0,12,1.0,5,At-Risk Customers
CUST00706,1,439.07,0.33,2,0.0,0,Discount-Sensitive Customers
CUST00707,3,2254.12,0.22333333333333336,189,2.0,19,High-Value but Unhappy
CUST00708,6,5342.67,0.3283333333333333,45,1.0,5,Discount-Sensitive Customers
CUST00709,1,1966.47,0.13,129,0.0,17,Dormant Customers
CUST00710,8,5514.42,0.28875,16,2.0,0,High-Value but Unhappy
CUST00711,8,5430.3,0.41000000000000003,19,2.0,13,High-Value but Unhappy
CUST00712,4,1928.79,0.3225,4,1.0,0,Discount-Sensitive Customers
CUST00713,9,9076.15,0.3022222222222222,3,3.0,0,High-Value but Unhappy
CUST00714,6,2681.75,0.385,40,1.0,0,Discount-Sensitive Customers
CUST00715,3,954.63,0.5166666666666666,25,0.0,14,Discount-Sensitive Customers
CUST00716,6,2828.0600000000004,0.37000000000000005,6,1.0,0,Discount-Sensitive Customers
CUST00717,1,884.85,0.31,0,0.0,7,Discount-Sensitive Customers
CUST00718,2,697.62,0.325,117,0.0,35,Discount-Sensitive Customers
CUST00719,4,2610.39,0.37,168,1.0,38,Dormant Customers
CUST00720,5,3086.61,0.406,291,2.0,53,High-Value but Unhappy
CUST00721,1,1856.99,0.1,14,0.0,0,At-Risk Customers
CUST00722,1,256.54,0.6,30,1.0,0,Discount-Sensitive Customers
CUST00723,1,546.81,0.1,69,0.0,21,Low-Engagement Customers
CUST00724,2,1014.94,0.12,8,0.0,0,Loyal Customers
CUST00725,3,2162.5,0.37333333333333335,141,0.0,37,Dormant Customers
CUST00726,10,7976.49,0.33899999999999997,98,4.0,19,High-Value but Unhappy
CUST00727,5,3822.01,0.32,8,1.0,7,Discount-Sensitive Customers
CUST00728,1,396.38,0.22,66,1.0,17,At-Risk Customers
CUST00729,1,1324.83,0.38,140,0.0,42,Dormant Customers
CUST00730,2,1923.08,0.32999999999999996,232,0.0,43,Dormant Customers
CUST00731,2,1457.58,0.38,136,0.0,18,Dormant Customers
CUST00732,1,402.61,0.13,6,1.0,4,At-Risk Customers
CUST00733,3,1661.19,0.19666666666666668,66,0.0,8,At-Risk Customers
CUST00734,5,4981.82,0.366,89,2.0,30,High-Value but Unhappy
CUST00735,4,1973.4,0.47000000000000003,12,1.0,0,Discount-Sensitive Customers
CUST00736,3,1727.68,0.35333333333333333,66,0.0,15,Discount-Sensitive Customers
CUST00737,1,872.88,0.16,24,0.0,4,At-Risk Customers
CUST00738,1,545.24,0.18,78,1.0,25,Low-Engagement Customers
CUST00739,1,1047.95,0.27,24,0.0,0,At-Risk Customers
CUST00740,5,4065.24,0.37,261,1.0,59,Dormant Customers
CUST00741,3,1798.7,0.23,225,0.0,52,Dormant Customers
CUST00742,2,1288.91,0.365,49,0.0,8,Discount-Sensitive Customers
CUST00743,5,2957.78,0.294,1,1.0,18,Champions
CUST00744,2,1108.58,0.14,65,0.0,25,At-Risk Customers
CUST00745,1,1077.53,0.28,1,0.0,4,At-Risk Customers
CUST00746,2,1625.12,0.46,177,0.0,17,Dormant Customers
CUST00747,1,1123.87,0.31,11,1.0,7,Discount-Sensitive Customers
CUST00748,7,4244.5,0.1942857142857143,58,1.0,0,Loyal Customers
CUST00749,2,1514.65,0.475,11,0.0,11,Discount-Sensitive Customers
CUST00750,3,2474.98,0.36333333333333334,49,0.0,4,Discount-Sensitive Customers
CUST00751,1,657.24,0.21,15,0.0,5,At-Risk Customers
CUST00752,2,1319.5500000000002,0.23500000000000001,97,1.0,33,At-Risk Customers
CUST00753,1,1093.17,0.16,143,0.0,40,Dormant Customers
CUST00754,2,3639.05,0.13,37,1.0,4,Loyal Customers
CUST00755,2,1585.3600000000001,0.27999999999999997,200,1.0,45,Dormant Customers
CUST00756,3,3223.87,0.19666666666666668,113,2.0,17,High-Value but Unhappy
CUST00757,3,1807.24,0.38000000000000006,8,0.0,0,Discount-Sensitive Customers
CUST00758,10,6808.01,0.27,78,0.0,19,At-Risk Customers
CUST00759,2,1562.24,0.26,38,0.0,21,Loyal Customers
